#	X(mm)	XP(mrad)	Y(mm)	YP(mrad)	Z(mm)	W(MeV)
-0.138	0.615	0.263	0.514	227.78	71.427
-0.082	0.941	0.532	0.769	36.14	71.689
-0.128	0.808	0.19	0.278	122.36	71.571
0.066	-0.605	-0.138	0.095	64.88	71.65
-0.061	0.801	0.005	-0.117	55.3	71.663
0.028	-0.072	-0.52	-0.662	151.94	71.531
0.13	-0.651	-0.182	-0.141	239.13	71.412
0.001	-0.373	0.461	0.743	51.42	71.667
-0.16	0.844	-0.212	-0.415	149.0	71.535
0.007	-0.2	0.3	0.365	130.69	71.56
0.074	-0.173	0.235	0.432	105.84	71.593
0.063	-0.687	0.269	0.504	50.26	71.669
-0.132	-0.308	-0.213	-0.258	147.72	71.537
0.137	-0.499	-0.171	-0.525	248.77	71.399
0.114	0.157	-0.149	-0.586	248.83	71.4
0.154	0.026	-0.361	-0.7	122.47	71.571
0.026	0.415	-0.267	-0.03	47.12	71.674
-0.079	0.791	-0.097	-0.107	69.05	71.644
0.025	0.1	-0.26	-0.023	61.8	71.654
0.003	-0.636	-0.197	-0.393	48.57	71.672
-0.088	-0.087	0.072	0.413	225.1	71.432
-0.103	-0.25	-0.435	-0.701	75.76	71.634
-0.024	0.467	0.589	0.894	41.61	71.681
-0.019	0.21	0.439	0.608	122.58	71.571
0.092	0.044	-0.123	-0.056	155.5	71.526
-0.145	1.266	0.232	0.188	-27.6	71.776
0.138	-0.555	-0.335	-0.561	212.69	71.448
0.147	-0.923	-0.455	-0.654	94.24	71.61
-0.097	0.182	-0.026	0.035	153.99	71.528
0.051	0.05	-0.05	0.202	108.16	71.591
0.037	-1.012	-0.077	-0.14	-2.75	71.742
0.161	-0.967	0.233	0.295	69.83	71.643
0.029	0.859	0.186	0.237	29.76	71.697
0.058	-0.569	-0.161	-0.368	78.42	71.631
0.061	0.154	0.341	0.506	106.97	71.592
0.218	-1.069	0.263	0.464	42.41	71.68
-0.192	0.871	0.109	0.078	134.2	71.555
0.08	0.517	-0.099	0.149	209.65	71.453
0.104	-0.869	-0.131	-0.185	63.62	71.651
-0.011	0.688	0.309	0.401	74.6	71.636
0.042	-1.004	0.132	-0.029	25.07	71.704
0.075	-0.571	0.007	-0.186	183.68	71.488
-0.108	0.328	-0.334	-0.51	154.38	71.527
0.082	0.151	0.07	-0.06	149.14	71.535
0.044	-0.559	-0.085	0.03	133.37	71.556
0.036	-0.327	0.489	0.754	83.62	71.624
-0.091	0.361	0.268	0.525	108.36	71.59
-0.104	0.786	-0.125	-0.184	100.68	71.601
0.024	0.574	0.159	-0.031	116.85	71.579
0.129	-0.545	0.06	0.41	53.91	71.665
0.018	-0.826	-0.009	0.009	36.18	71.688
0.031	0.784	-0.376	-1.002	250.71	71.397
0.112	-1.021	0.065	0.054	12.77	71.721
0.036	-0.693	-0.634	-0.94	122.05	71.572
0.191	-1.215	0.579	0.71	-2.33	71.741
-0.078	-0.132	-0.461	-0.757	34.84	71.69
-0.095	-0.761	-0.048	0.176	103.59	71.597
0.116	0.285	-0.136	-0.002	176.4	71.498
0.035	0.764	0.401	0.397	192.79	71.476
-0.004	-0.98	-0.081	-0.225	23.99	71.705
-0.05	-0.311	0.06	0.21	100.5	71.601
-0.179	0.005	-0.018	0.186	243.08	71.407
-0.117	-0.346	-0.066	-0.368	137.09	71.552
0.045	-0.001	0.068	-0.239	178.76	71.495
-0.109	0.758	-0.094	-0.39	171.25	71.505
-0.002	0.85	-0.067	-0.233	36.15	71.689
0.111	-0.585	-0.061	-0.146	180.29	71.492
-0.185	-0.179	-0.078	-0.297	215.67	71.444
0.036	0.575	-0.473	-0.547	218.14	71.441
0.04	-0.36	0.151	-0.097	68.57	71.645
0.104	-0.27	-0.456	-0.646	155.36	71.526
-0.048	-0.494	-0.572	-0.846	62.51	71.652
0.087	-0.225	0.153	-0.149	17.64	71.714
-0.013	-0.0	0.062	-0.086	151.0	71.532
0.021	-0.829	0.206	0.319	38.27	71.686
-0.091	0.124	-0.113	-0.191	143.93	71.541
-0.054	0.243	-0.296	-0.566	70.67	71.641
0.125	-0.328	0.309	0.842	228.35	71.428
-0.09	0.131	0.176	0.379	130.63	71.56
-0.015	-0.114	0.11	-0.176	167.72	71.51
-0.032	0.865	-0.247	-0.201	73.47	71.638
-0.198	1.034	-0.19	-0.101	79.69	71.63
-0.035	0.788	0.032	-0.197	193.51	71.475
0.16	-0.17	0.281	0.422	208.41	71.454
0.111	0.282	-0.08	0.013	148.99	71.535
0.072	-0.101	-0.09	0.183	103.05	71.598
-0.064	0.789	-0.555	-0.916	66.33	71.647
0.015	0.168	-0.045	-0.343	20.14	71.71
0.092	-0.814	0.397	0.501	192.72	71.476
-0.087	0.578	0.011	0.087	146.94	71.538
-0.075	-0.308	-0.059	0.16	164.22	71.515
0.064	-0.155	0.151	0.418	89.39	71.616
-0.112	0.87	-0.362	-0.703	79.09	71.63
-0.088	0.971	-0.567	-0.811	49.64	71.67
0.089	0.001	-0.02	0.339	227.25	71.43
-0.062	0.095	0.367	1.078	230.08	71.424
0.074	-0.11	0.445	0.71	93.24	71.61
-0.102	0.92	0.489	0.773	62.9	71.652
-0.141	-0.236	-0.026	-0.188	175.66	71.499
0.149	-0.969	-0.135	-0.2	66.29	71.648
0.02	0.32	0.062	0.174	102.54	71.598
-0.037	-0.652	0.266	0.778	238.85	71.414
0.146	0.128	0.128	0.143	180.56	71.492
0.162	-0.59	0.147	0.422	273.2	71.365
0.114	-0.903	0.456	0.694	85.57	71.621
-0.052	-0.052	0.267	0.556	56.08	71.661
0.114	-0.522	-0.024	0.179	250.4	71.397
0.103	-1.259	0.184	0.062	1.96	71.736
0.187	-0.376	-0.058	-0.169	258.82	71.385
0.082	-0.528	-0.06	0.054	187.77	71.482
-0.066	0.472	0.346	0.603	90.62	71.614
-0.092	0.414	0.269	0.413	154.65	71.527
-0.134	0.768	-0.044	0.082	253.34	71.393
0.025	-0.489	-0.144	-0.524	211.7	71.45
0.135	-0.88	-0.293	-0.484	124.93	71.568
-0.082	0.804	-0.075	0.207	162.38	71.518
-0.143	-0.241	0.474	0.643	148.37	71.536
-0.177	1.02	-0.041	0.107	79.51	71.63
-0.106	0.306	-0.214	-0.636	215.46	71.445
0.175	-0.379	-0.019	-0.225	263.55	71.379
-0.02	0.724	0.108	0.212	63.72	71.651
-0.074	0.452	-0.623	-0.919	52.67	71.666
0.123	0.282	0.166	0.022	204.27	71.46
0.063	-0.471	0.012	0.081	133.19	71.556
-0.084	-0.028	-0.45	-0.713	94.21	71.609
0.108	-0.473	0.032	-0.056	202.58	71.462
-0.006	0.489	0.063	-0.209	30.83	71.696
0.019	0.862	-0.483	-0.622	45.41	71.676
-0.004	0.171	0.337	0.443	136.11	71.552
-0.107	-0.163	0.042	-0.105	167.47	71.51
-0.077	0.493	0.15	0.275	137.08	71.551
-0.208	1.017	0.305	0.304	85.42	71.622
0.087	-0.653	0.115	0.414	180.08	71.493
-0.01	-0.722	-0.068	0.21	181.63	71.492
0.136	0.436	-0.085	-0.297	159.83	71.52
0.068	0.485	0.059	-0.121	121.21	71.573
0.104	0.751	0.113	-0.014	112.94	71.584
0.39	-1.339	0.403	0.513	-52.22	71.809
0.033	0.532	0.176	0.028	252.13	71.395
0.112	0.264	0.164	0.463	114.81	71.582
0.046	-1.029	-0.471	-0.633	0.91	71.737
0.106	-0.546	-0.038	0.173	256.08	71.389
0.008	-0.126	-0.603	-0.843	-105.28	71.88
0.03	-0.94	0.274	0.112	58.24	71.659
-0.116	1.066	0.297	0.536	15.66	71.717
-0.101	0.032	-0.176	-0.054	227.28	71.428
0.135	-0.644	0.176	0.231	258.77	71.385
-0.071	-0.752	-0.097	-0.291	75.8	71.635
0.004	-0.396	0.04	-0.145	160.15	71.52
-0.135	0.914	-0.076	-0.041	103.86	71.597
0.06	0.418	0.458	0.581	149.47	71.534
-0.049	-0.43	0.111	-0.03	148.07	71.536
0.111	0.389	0.021	-0.306	231.12	71.424
-0.075	1.088	0.076	0.098	-15.51	71.759
0.114	0.612	0.034	0.312	124.62	71.569
-0.097	0.682	0.423	0.694	134.15	71.555
-0.111	-0.04	0.385	0.414	203.73	71.461
0.148	-0.495	-0.269	-0.53	249.15	71.398
0.083	0.328	-0.178	-0.042	215.55	71.445
0.088	-0.012	-0.186	-0.527	7.15	71.728
0.046	-0.343	0.056	0.276	140.16	71.547
-0.091	0.789	0.074	0.297	127.4	71.565
-0.111	0.29	0.286	0.261	222.18	71.435
-0.038	-0.802	-0.385	-0.357	168.19	71.509
-0.042	0.359	-0.116	0.077	242.44	71.408
-0.069	1.086	0.459	0.51	2.2	71.735
-0.071	0.923	0.544	0.728	123.75	71.57
0.077	0.196	-0.158	-0.473	48.45	71.672
-0.184	0.311	0.252	0.339	249.78	71.397
0.099	-0.631	-0.141	-0.472	31.0	71.696
0.04	0.613	0.207	-0.01	156.79	71.525
-0.089	-0.394	0.544	0.682	169.37	71.507
0.128	-0.208	-0.215	-0.248	202.76	71.461
0.038	-0.744	-0.12	0.038	263.24	71.38
-0.16	-0.272	-0.058	-0.272	199.33	71.467
-0.059	1.028	-0.225	-0.432	10.94	71.723
-0.081	0.619	-0.421	-0.576	191.2	71.477
0.021	0.37	0.158	-0.087	84.45	71.623
-0.035	-0.542	-0.091	0.146	150.42	71.534
-0.071	0.185	0.137	-0.177	-3.35	71.742
-0.005	0.225	0.424	1.122	230.34	71.425
0.026	0.266	-0.49	-0.703	119.0	71.575
-0.025	0.007	0.38	1.047	230.16	71.425
-0.148	1.211	0.304	0.317	-12.78	71.756
0.075	-0.638	-0.276	-0.478	119.43	71.575
-0.038	0.242	0.219	0.398	113.94	71.582
0.034	0.382	0.043	0.158	109.98	71.588
-0.04	0.521	-0.043	-0.369	257.5	71.387
0.06	-0.548	-0.137	-0.14	147.51	71.537
-0.07	-0.288	-0.047	0.257	182.56	71.49
0.002	0.03	-0.425	-0.568	148.26	71.536
-0.017	-0.601	0.252	0.04	149.01	71.536
-0.047	0.447	-0.1	-0.404	32.58	71.693
0.062	0.625	0.417	0.443	179.37	71.494
0.052	-0.739	0.165	0.121	134.91	71.554
0.101	0.176	-0.226	-0.313	146.43	71.538
0.023	-0.748	0.054	0.201	74.99	71.636
0.039	0.448	-0.149	-0.288	98.38	71.604
-0.122	-0.424	0.092	0.38	154.43	71.528
0.068	-0.631	-0.008	-0.146	152.71	71.53
0.03	0.164	-0.241	-0.346	125.17	71.567
0.126	0.348	-0.444	-0.496	193.34	71.475
0.055	-0.409	-0.118	-0.048	176.0	71.498
0.075	-0.484	-0.078	-0.382	70.05	71.643
-0.095	0.267	0.333	0.674	-8.49	71.749
-0.009	-0.071	-0.032	-0.274	155.58	71.526
-0.078	0.925	0.455	0.303	86.08	71.622
0.28	-1.385	-0.099	-0.095	-102.79	71.878
0.042	0.042	0.274	0.346	146.82	71.538
0.023	-0.257	0.174	0.63	216.5	71.444
0.086	-1.005	0.459	0.553	87.48	71.619
0.081	-0.764	0.325	0.655	53.2	71.665
-0.011	-0.515	0.152	0.156	113.55	71.583
0.124	-0.505	0.319	0.809	236.64	71.416
0.09	-0.702	0.233	0.574	24.02	71.705
0.086	-0.762	-0.091	-0.206	125.02	71.568
0.129	-0.656	-0.288	-0.708	244.71	71.404
-0.32	1.416	-0.323	-0.411	-78.54	71.845
-0.13	-0.372	0.463	0.591	158.33	71.522
0.119	-0.574	0.201	0.438	225.05	71.431
0.032	0.351	-0.001	0.309	173.82	71.502
0.053	0.564	-0.164	-0.293	91.16	71.613
-0.05	0.248	0.003	0.017	140.18	71.547
-0.01	0.075	-0.18	-0.456	76.94	71.633
-0.015	-0.066	0.257	0.247	181.96	71.49
-0.073	0.627	-0.399	-0.708	89.88	71.615
0.057	0.161	-0.297	-0.866	240.34	71.41
0.052	0.444	-0.02	0.128	123.11	71.57
0.016	0.319	0.287	0.067	147.3	71.538
0.107	-0.05	-0.166	-0.591	207.62	71.456
-0.116	-0.588	0.014	0.047	112.92	71.584
0.264	-1.361	0.357	0.426	-55.88	71.814
0.115	-0.025	-0.042	-0.38	262.51	71.381
-0.067	0.72	-0.088	-0.401	169.19	71.508
-0.072	0.91	-0.427	-0.542	119.17	71.576
0.007	-0.631	-0.413	-0.519	160.79	71.519
0.039	0.013	0.347	0.674	-28.91	71.776
-0.121	0.289	0.364	0.545	185.0	71.486
-0.336	1.392	-0.202	-0.267	-63.27	71.824
0.09	0.585	0.2	0.192	114.77	71.581
0.04	0.168	0.086	0.389	49.58	71.67
0.056	-0.66	0.337	0.89	234.88	71.419
-0.086	-0.52	0.088	0.359	91.34	71.614
0.016	0.241	-0.055	-0.317	109.97	71.588
-0.227	1.043	0.037	0.009	56.53	71.661
0.136	-1.195	-0.427	-0.475	-32.88	71.783
-0.084	-0.092	-0.314	-0.642	28.42	71.699
-0.12	0.314	0.207	0.356	198.25	71.468
0.171	-0.829	0.043	0.197	204.57	71.459
-0.239	1.363	-0.122	-0.214	-84.03	71.852
-0.01	0.711	-0.015	-0.27	228.4	71.427
-0.106	1.105	-0.573	-0.762	5.75	71.73
0.068	0.866	-0.154	0.006	105.71	71.594
0.047	0.595	-0.083	-0.429	216.8	71.443
-0.125	0.035	-0.354	-0.399	204.93	71.459
-0.086	0.79	0.157	0.304	123.79	71.569
0.075	-0.383	0.177	-0.131	-5.52	71.745
-0.052	0.095	-0.3	-0.015	13.78	71.719
-0.011	-0.419	-0.371	-0.415	204.87	71.459
-0.05	-0.536	-0.137	-0.075	122.82	71.571
0.177	-0.866	-0.274	-0.508	180.74	71.492
-0.089	-0.099	-0.042	0.007	154.94	71.527
-0.097	-0.627	0.124	0.402	81.67	71.627
0.107	-0.409	0.117	0.053	223.0	71.434
-0.138	0.533	0.336	0.421	234.44	71.418
0.079	-0.307	0.518	0.799	-104.51	71.879
0.086	-0.677	-0.45	-0.766	130.09	71.561
-0.067	1.094	-0.163	0.032	127.1	71.566
0.016	0.397	-0.076	0.202	145.63	71.54
0.052	-0.493	-0.39	-0.543	162.94	71.516
-0.081	-0.887	0.067	0.211	79.81	71.629
-0.068	0.836	0.387	0.6	96.83	71.606
-0.103	0.166	-0.302	-0.841	230.52	71.425
0.14	-1.13	-0.389	-0.442	37.2	71.688
-0.028	0.075	-0.066	0.249	6.19	71.729
-0.005	-0.82	0.235	0.043	127.67	71.565
-0.067	0.317	-0.159	-0.46	123.52	71.57
-0.087	0.768	-0.09	-0.408	24.22	71.705
0.159	-0.853	-0.198	-0.395	185.54	71.485
0.071	0.743	0.395	0.363	142.18	71.545
-0.078	0.416	-0.005	0.315	129.79	71.562
-0.08	0.969	0.324	0.473	53.94	71.664
-0.15	0.101	0.159	0.235	212.78	71.448
-0.084	0.809	-0.207	-0.605	228.52	71.427
-0.445	1.472	0.004	0.082	-93.36	71.865
0.143	0.457	-0.197	-0.135	169.89	71.507
-0.065	0.222	0.51	0.746	131.38	71.559
-0.058	0.447	-0.018	-0.334	141.11	71.546
-0.139	0.085	-0.289	-0.799	239.17	71.413
-0.032	0.876	-0.189	-0.393	55.1	71.663
0.139	0.449	0.035	0.183	163.21	71.516
-0.145	0.276	0.294	0.529	219.67	71.438
0.043	-0.577	0.023	0.305	87.53	71.619
-0.062	0.464	-0.115	-0.532	208.77	71.455
-0.072	0.36	-0.302	-0.063	101.66	71.6
-0.057	-0.754	-0.169	-0.348	75.2	71.635
0.06	-0.991	-0.087	0.113	112.61	71.585
0.063	0.893	-0.243	-0.156	93.06	71.611
-0.004	0.381	0.343	0.6	90.47	71.614
0.125	0.506	-0.244	-0.446	133.47	71.556
-0.084	0.993	-0.007	-0.236	100.45	71.602
-0.267	0.807	0.096	0.12	95.39	71.608
0.073	-0.203	0.143	-0.143	101.51	71.6
0.092	0.406	-0.349	-0.5	128.31	71.563
0.048	0.489	-0.258	-0.276	142.08	71.544
0.056	0.701	0.201	0.357	81.32	71.627
0.425	-1.368	0.325	0.426	-64.7	71.826
0.03	-0.369	-0.024	0.272	53.12	71.666
-0.05	0.966	0.068	-0.108	87.89	71.619
0.113	-1.163	-0.248	-0.248	0.25	71.738
-0.101	-0.17	-0.431	-0.731	53.31	71.665
0.033	-0.203	0.007	-0.053	146.42	71.538
-0.036	-0.26	0.104	0.248	127.53	71.564
-0.101	0.879	-0.266	-0.632	150.48	71.533
-0.14	-0.415	-0.273	-0.34	164.15	71.514
-0.083	0.117	0.149	0.005	237.42	71.415
0.034	-0.525	-0.255	-0.53	90.24	71.615
-0.168	0.518	0.005	0.144	276.93	71.36
-0.028	0.516	-0.238	-0.466	108.2	71.59
0.247	-1.262	-0.024	-0.12	-8.68	71.75
0.055	-0.867	-0.561	-0.89	102.8	71.598
0.121	-1.21	-0.307	-0.226	89.61	71.617
0.134	-1.293	0.207	0.112	11.71	71.723
0.104	-0.802	-0.114	-0.029	252.39	71.394
0.117	-0.788	-0.146	-0.14	264.15	71.378
0.044	0.306	-0.55	-0.75	143.74	71.542
0.09	-0.382	-0.023	0.071	200.09	71.465
0.025	-0.45	0.468	1.261	223.92	71.433
0.054	0.03	-0.51	-0.799	66.65	71.647
0.012	-1.07	-0.368	-0.292	102.38	71.599
0.041	-0.178	-0.35	-1.016	230.39	71.424
-0.065	-0.562	0.074	-0.126	158.17	71.523
0.064	-0.165	-0.028	-0.233	192.64	71.475
-0.005	-0.642	-0.129	-0.181	102.13	71.599
-0.202	0.769	0.115	0.3	212.65	71.448
-0.183	1.052	-0.365	-0.548	77.17	71.633
-0.027	0.86	-0.124	-0.005	120.76	71.574
0.066	-0.52	0.053	-0.103	230.67	71.424
-0.051	0.809	-0.587	-0.9	162.89	71.516
-0.043	0.342	0.382	0.562	148.4	71.535
-0.085	0.041	-0.107	0.2	111.75	71.586
0.179	-0.857	0.184	0.328	188.02	71.482
0.078	-0.912	0.197	0.492	101.85	71.6
0.043	-1.033	0.303	0.562	16.18	71.716
-0.074	0.395	-0.265	-0.457	159.91	71.52
-0.133	0.87	-0.374	-0.705	221.99	71.435
-0.356	1.322	-0.035	-0.12	-39.43	71.792
0.008	0.792	0.452	0.729	52.51	71.666
-0.039	0.49	-0.104	-0.401	145.61	71.54
0.025	0.328	-0.15	0.114	117.82	71.578
-0.157	-0.007	-0.375	-0.612	184.3	71.487
-0.018	-0.717	0.195	0.485	21.96	71.708
0.074	-0.684	0.306	0.806	226.21	71.43
0.051	0.08	-0.037	0.271	145.3	71.541
0.016	-0.584	-0.2	-0.343	116.5	71.579
0.084	-0.59	0.182	0.226	202.04	71.462
-0.104	0.656	-0.058	0.109	269.44	71.371
0.087	-1.171	-0.15	-0.092	-22.78	71.769
-0.058	0.021	-0.441	-0.592	164.66	71.513
-0.022	0.853	-0.292	-0.806	229.83	71.426
-0.001	0.92	-0.183	-0.41	43.42	71.679
-0.055	-0.863	-0.285	-0.137	153.64	71.53
-0.028	-0.429	0.065	0.335	107.82	71.591
0.116	-0.666	-0.289	-0.672	239.21	71.412
0.132	-0.042	0.453	0.56	183.62	71.488
0.011	0.521	0.427	0.536	189.46	71.48
-0.07	-0.784	-0.13	-0.105	61.35	71.654
0.101	0.458	0.319	0.902	259.24	71.386
0.094	0.52	-0.041	-0.06	121.96	71.572
0.092	-1.034	-0.547	-0.709	114.08	71.583
-0.017	0.426	-0.132	-0.425	88.67	71.617
-0.026	-0.072	0.377	0.664	86.24	71.62
-0.025	0.239	0.232	0.28	164.52	71.513
0.019	-0.815	0.299	0.579	51.21	71.668
0.098	-1.321	-0.266	-0.177	23.26	71.707
-0.074	0.731	0.307	0.424	184.71	71.486
0.08	0.402	-0.097	-0.47	259.18	71.385
-0.158	0.461	-0.255	-0.538	264.27	71.377
0.19	-0.077	-0.202	-0.413	249.02	71.398
0.095	0.027	0.192	0.509	150.74	71.533
0.028	0.762	-0.224	-0.686	228.12	71.428
-0.017	0.367	0.099	0.399	208.38	71.454
0.129	-0.29	-0.243	-0.742	255.53	71.39
0.126	-0.564	0.338	0.718	250.73	71.396
0.009	-0.503	0.145	0.404	112.33	71.585
0.047	0.742	0.291	0.296	106.56	71.593
0.085	0.182	0.398	0.494	182.27	71.49
0.086	0.842	0.057	-0.069	99.07	71.603
-0.065	0.328	0.499	0.811	-8.22	71.748
0.049	-0.789	-0.087	-0.368	142.0	71.545
0.007	-0.63	-0.153	-0.541	201.7	71.464
0.035	0.318	0.02	-0.037	139.98	71.547
0.151	-1.301	-0.254	-0.163	39.3	71.685
-0.083	0.644	-0.132	-0.15	315.55	71.306
-0.028	-0.107	-0.016	0.175	196.42	71.47
-0.114	0.705	0.104	0.326	287.96	71.345
0.027	0.368	0.558	0.847	66.29	71.647
-0.0	-0.396	-0.354	-0.662	63.53	71.651
-0.06	0.684	-0.202	-0.578	223.18	71.434
0.018	-0.358	0.398	0.716	-66.58	71.828
-0.049	0.887	-0.309	-0.403	98.85	71.603
-0.176	-0.259	-0.123	-0.385	221.1	71.437
-0.148	0.542	0.27	0.696	266.66	71.374
0.058	-0.408	-0.315	-0.548	144.61	71.541
-0.172	1.2	-0.326	-0.285	72.5	71.64
0.059	-0.695	0.206	0.45	141.87	71.545
-0.044	0.049	0.026	0.351	34.5	71.691
0.03	-0.63	0.145	0.034	243.99	71.406
0.088	-0.156	0.403	0.635	150.53	71.533
-0.05	-0.79	-0.077	-0.433	281.3	71.355
0.103	-0.507	-0.212	-0.628	255.88	71.389
0.223	-1.351	0.141	0.262	-44.11	71.798
-0.093	-0.512	0.001	0.22	155.92	71.526
0.035	-0.89	-0.021	0.245	32.09	71.695
0.171	-0.317	-0.081	-0.092	255.88	71.389
-0.114	0.054	0.48	0.646	164.53	71.514
-0.253	1.006	0.031	-0.027	65.38	71.649
-0.086	0.454	-0.456	-0.612	194.03	71.473
0.031	-0.451	-0.115	-0.51	189.97	71.48
0.048	0.454	-0.095	0.065	206.25	71.457
-0.129	-0.134	-0.287	-0.359	190.55	71.478
0.017	-0.221	-0.266	-0.377	153.24	71.529
0.038	0.502	-0.172	0.087	85.38	71.622
-0.098	-0.322	-0.075	-0.371	180.45	71.492
0.06	-0.256	0.459	0.732	124.45	71.568
0.292	-1.063	-0.264	-0.357	32.55	71.694
-0.075	-0.051	0.599	0.846	50.14	71.669
-0.177	0.099	-0.313	-0.79	249.0	71.399
0.097	-0.303	0.305	0.51	183.23	71.488
0.081	-0.048	-0.114	-0.559	241.2	71.411
-0.067	-0.249	0.058	0.294	171.48	71.504
0.02	-0.781	-0.115	-0.487	192.32	71.477
-0.091	0.294	-0.158	-0.52	80.61	71.628
0.013	-0.891	0.58	0.787	152.46	71.53
0.071	-0.994	-0.472	-0.625	90.64	71.615
-0.239	1.346	-0.221	-0.295	-53.31	71.811
-0.033	0.943	0.38	0.654	50.74	71.669
0.041	0.901	0.308	0.215	144.17	71.542
0.036	-0.858	-0.443	-0.75	76.03	71.634
0.001	-0.952	-0.01	-0.326	188.2	71.483
-0.086	-0.541	-0.156	-0.447	87.84	71.618
0.099	0.169	-0.041	0.053	176.81	71.497
0.002	0.034	0.129	0.475	179.27	71.494
-0.098	-0.568	0.105	-0.002	144.94	71.541
0.052	-0.896	-0.236	-0.275	106.99	71.592
-0.141	0.431	0.327	0.455	236.46	71.416
-0.493	1.115	0.081	0.077	-72.31	71.836
0.066	-0.345	0.066	-0.132	246.59	71.402
-0.107	0.762	-0.061	0.051	287.35	71.346
-0.075	0.566	0.292	0.577	171.98	71.503
-0.085	-0.752	0.235	0.281	77.7	71.632
0.046	-1.115	0.504	0.533	98.75	71.604
0.126	-0.642	-0.037	-0.057	284.47	71.349
0.155	0.07	-0.132	-0.406	225.5	71.431
-0.022	0.943	-0.005	-0.245	86.74	71.62
0.012	-0.449	0.315	0.621	80.4	71.628
0.056	-0.158	0.272	0.003	76.67	71.634
-0.028	-0.084	0.105	0.016	185.75	71.485
0.117	0.16	0.052	0.175	180.3	71.492
0.053	-1.011	0.593	0.793	69.2	71.644
-0.082	0.747	0.055	0.206	201.74	71.463
-0.066	-0.681	-0.071	0.165	145.65	71.54
0.12	-0.686	-0.079	-0.204	288.05	71.344
-0.036	0.599	-0.164	0.105	138.09	71.551
0.055	-0.739	0.075	0.39	81.0	71.628
0.001	-0.712	0.091	0.408	252.93	71.393
0.056	0.012	-0.106	-0.281	160.67	71.519
-0.044	-0.418	0.221	0.344	133.58	71.556
0.059	0.608	-0.473	-0.654	125.98	71.566
0.058	0.555	-0.297	-0.262	233.16	71.421
-0.093	-0.616	0.025	-0.235	161.58	71.518
-0.184	0.319	-0.216	-0.42	265.04	71.376
0.038	-0.914	-0.31	-0.365	102.48	71.598
0.106	-0.444	0.414	1.042	228.18	71.428
-0.088	0.592	-0.272	-0.688	127.92	71.564
-0.069	-0.04	-0.455	-0.752	-21.67	71.766
-0.065	0.579	-0.012	-0.051	183.43	71.488
0.037	0.332	0.253	0.728	225.85	71.431
-0.1	0.025	-0.212	-0.359	176.61	71.497
-0.031	-0.3	0.444	0.492	201.97	71.463
-0.184	1.293	0.165	0.254	-38.75	71.791
-0.098	-0.419	-0.187	-0.504	89.77	71.616
0.084	-0.915	0.075	0.013	137.32	71.551
-0.197	0.842	-0.004	0.144	182.75	71.489
0.13	-0.896	-0.017	0.12	207.12	71.456
0.076	0.105	0.155	0.362	159.6	71.52
0.019	-0.718	-0.215	-0.66	265.22	71.376
0.079	-0.389	-0.116	-0.427	241.01	71.409
0.068	-1.057	0.274	0.248	84.94	71.623
0.107	-0.241	-0.457	-0.792	67.46	71.645
0.026	-0.362	0.395	0.726	31.12	71.695
0.072	-0.316	-0.289	-0.378	196.08	71.471
-0.081	-0.02	-0.253	-0.595	78.79	71.63
0.062	-0.226	-0.115	-0.464	127.09	71.565
-0.189	0.917	-0.04	-0.182	145.71	71.54
0.076	0.06	-0.061	-0.414	156.26	71.526
0.074	0.776	-0.081	-0.057	75.77	71.635
0.086	-1.032	0.202	0.303	60.39	71.656
-0.017	-0.848	0.209	0.293	70.39	71.642
0.029	-0.523	-0.202	-0.096	249.11	71.399
-0.004	-0.479	0.204	0.65	207.53	71.456
-0.113	-0.739	-0.141	-0.305	123.87	71.569
-0.021	-0.871	0.209	0.218	68.72	71.644
0.115	0.814	0.067	0.23	123.53	71.57
0.007	-0.236	0.445	0.75	82.8	71.625
0.061	-0.088	0.029	-0.294	101.45	71.6
0.022	-0.105	0.318	0.334	209.08	71.453
0.05	0.229	0.109	-0.076	246.31	71.402
-0.036	0.549	0.292	0.789	238.91	71.412
0.089	0.245	-0.097	-0.419	220.04	71.438
-0.124	0.106	0.358	0.745	135.78	71.553
0.082	-0.204	-0.408	-1.066	231.4	71.423
0.121	-0.223	-0.317	-0.68	205.43	71.458
-0.019	-0.803	0.432	0.542	122.73	71.571
-0.029	-0.545	0.069	0.133	129.0	71.562
0.418	-1.379	-0.065	-0.028	-63.71	71.825
-0.13	0.537	0.102	-0.002	269.39	71.371
-0.053	0.975	-0.261	-0.513	95.69	71.608
-0.051	-0.959	-0.215	-0.031	105.3	71.595
0.084	-0.333	0.184	0.505	216.55	71.443
0.046	0.799	-0.275	-0.802	267.43	71.374
0.024	-0.93	0.11	-0.145	115.41	71.582
-0.256	0.9	0.229	0.303	96.14	71.607
-0.006	0.097	0.324	0.888	228.94	71.426
-0.102	-0.827	-0.255	-0.483	94.47	71.609
-0.028	0.523	0.235	0.698	249.25	71.398
0.005	-0.369	-0.314	-0.089	146.01	71.54
0.043	-0.868	-0.133	-0.402	140.52	71.547
-0.056	0.521	-0.071	0.139	258.54	71.386
-0.123	0.988	0.211	0.273	128.3	71.563
0.009	0.209	-0.003	-0.21	209.9	71.452
0.062	0.093	0.184	0.133	203.39	71.461
0.114	0.336	-0.384	-0.397	224.63	71.432
0.037	0.577	-0.111	0.162	77.22	71.633
0.147	-0.018	0.41	0.937	201.83	71.463
